director,show_id,directing_style,active_years
Oscar Micheaux,80161851,Drama,2010-Present
Vlad Yudin,80152745,Drama,2010-Present
Jonás Trueba,80167843,Drama,2010-Present
Peter DeLuise,70306702,Drama,2010-Present
Robbie Countryman,81004748,Drama,2010-Present
Trey Edward Shults,80174959,Drama,2010-Present
Jason James,80225595,Drama,2010-Present
James Yukich,80160347,Drama,2010-Present
Nic Mathieu,80098200,Drama,2010-Present
Gary Howsam,80081410,Drama,2010-Present
Pierre Morel,70117322,Drama,2010-Present
Sujeeth,81157385,Drama,2010-Present
Agasyah Karim,81033201,Drama,2010-Present
Jonathan Sobol,70253594,Drama,2010-Present
Ifa Isfansyah,70266069,Drama,2010-Present
Nia Dinata,70035037,Drama,2010-Present
Rudy Soedjarwo,81016342,Drama,2010-Present
Abhinay Deo,70152959,Drama,2010-Present
Kiran Rao,70144331,Drama,2010-Present
David E. Talbert,80178974,Drama,2010-Present
Umesh Mehra,80157086,Drama,2010-Present
Abbas Tyrewala,70089214,Drama,2010-Present
Ashutosh Gowariker,60020906,Drama,2010-Present
Bhagyaraj,60002808,Drama,2010-Present
Anusha Rizvi,70129396,Drama,2010-Present
Latif Faiziyev,80156938,Drama,2010-Present
Aamir Khan,70087087,Drama,2010-Present
Baltasar Kormákur,80156405,Drama,2010-Present
John Stockwell,80103392,Drama,2010-Present
Chris Kelly,80098288,Drama,2010-Present
Karey Kirkpatrick,70103762,Drama,2010-Present
Alexandre Avancini,80223271,Drama,2010-Present
Marco Risi,81016408,Drama,2010-Present
Anne Fletcher,80201490,Drama,2010-Present
Marek Losey,81001412,Drama,2010-Present
Andy Serkis,80993105,Drama,2010-Present
Mat King,80195198,Drama,2010-Present
Brian Oakes,80191044,Drama,2010-Present
Jacob Joice,80999067,Drama,2010-Present
Bert Marcus,81003741,Drama,2010-Present
Drew Heriot,70063484,Drama,2010-Present
BB Sasore,81172740,Drama,2010-Present
Pascal Amanfo,81172756,Drama,2010-Present
Noah Baumbach,80223779,Drama,2010-Present
Atsuko Ishizuka,81068687,Drama,2010-Present
Eric Aghimien,81172758,Drama,2010-Present
Robert Kenner,80213588,Drama,2010-Present
Bruce Robinson,70120340,Drama,2010-Present
Omoni Oboli,80126997,Drama,2010-Present
Omoni Oboli,81172868,Drama,2010-Present
Saratswadee Wongsomphet,81002594,Drama,2010-Present
Joel Crawford,80185876,Drama,2010-Present
Alex Lehmann,80117746,Drama,2010-Present
Roman Gackowski,80142615,Drama,2010-Present
Benjamin Dickinson,80115673,Drama,2010-Present
Mads Matthiesen,80105691,Drama,2010-Present
John Schultz,81029841,Drama,2010-Present
Simon Baker,80244190,Drama,2010-Present
Fernando Moro,80211229,Drama,2010-Present
Jay Chapman,80187435,Drama,2010-Present
Kasra Farahani,80104103,Drama,2010-Present
Jay Karas,80004478,Drama,2010-Present
Ladislas Chollat,81188871,Drama,2010-Present
Michael Mason,80211590,Drama,2010-Present
Chris Howe,80187306,Drama,2010-Present
Ofir Raul Graizer,80988989,Drama,2010-Present
Sacha Wolff,80117080,Drama,2010-Present
Sofia Coppola,80042368,Drama,2010-Present
Nagesh Kukunoor,60034116,Drama,2010-Present
Prakash Jha,70211474,Drama,2010-Present
Ravi Babu,81177444,Drama,2010-Present
Sandeep Chatterjee,81213876,Drama,2010-Present
Shivam Nair,70056728,Drama,2010-Present
Soumitra Ranade,81161834,Drama,2010-Present
Manmohan Desai,247747,Drama,2010-Present
Manish Jha,70064205,Drama,2010-Present
Raja Menon,80083672,Drama,2010-Present
Hrishikesh Mukherjee,60003405,Drama,2010-Present
Sagar Sarhadi,70053010,Drama,2010-Present
Jon Rosenbaum,81038225,Drama,2010-Present
Priyadarshan,70062701,Drama,2010-Present
Ram Gopal Varma,81213889,Drama,2010-Present
Raj Kapoor,70005055,Drama,2010-Present
David Carson,60029461,Drama,2010-Present
David Dhawan,81213893,Drama,2010-Present
Tom Holland,372195,Drama,2010-Present
Hrishikesh Mukherjee,20255593,Drama,2010-Present
Tanveer Khan,70059328,Drama,2010-Present
Indra Kumar,81213888,Drama,2010-Present
Lee Tamahori,60024927,Drama,2010-Present
Chandra Barot,20255837,Drama,2010-Present
Ajay Phansekar,70006866,Drama,2010-Present
Rajkumar Santoshi,20077944,Drama,2010-Present
Partho Ghosh,20705133,Drama,2010-Present
Hrishikesh Mukherjee,21028086,Drama,2010-Present
Martin Campbell,22040803,Drama,2010-Present
Rohit Shetty,70054380,Drama,2010-Present
David Mirkin,60020236,Drama,2010-Present
Prakash Mehra,20765027,Drama,2010-Present
Bruce Leddy,81109078,Drama,2010-Present
Shirish Kunder,81213885,Drama,2010-Present
Madhur Bhandarkar,70129075,Drama,2010-Present
Radhu Karmakar,60001407,Drama,2010-Present
Ahishor Solomon,70295531,Drama,2010-Present
David Dhawan,17457622,Drama,2010-Present
Tinnu Anand,20712279,Drama,2010-Present
Sai Paranjape,70051840,Drama,2010-Present
Hrishikesh Mukherjee,81213895,Drama,2010-Present
Gulzar,24073896,Drama,2010-Present
Remy Kohli,81221913,Drama,2010-Present
David Dhawan,70040912,Drama,2010-Present
Shekhar Kapur,81213979,Drama,2010-Present
David Dhawan,70018445,Drama,2010-Present
Prakash Mehra,81213897,Drama,2010-Present
Karan Lalit Butani,81213877,Drama,2010-Present
Abhishek Saxena,81213882,Drama,2010-Present
Basu Chatterjee,81213896,Drama,2010-Present
Raj Kapoor,60003097,Drama,2010-Present
Sanjay Dayma,81213887,Drama,2010-Present
John Milius,896678,Drama,2010-Present
Amit Rai,81217436,Drama,2010-Present
Raman Kumar,81221914,Drama,2010-Present
Balu Mahendra,70072558,Drama,2010-Present
Raj Kapoor,60002818,Drama,2010-Present
Raj N. Sippy,20257617,Drama,2010-Present
Ram Gopal Varma,70059284,Drama,2010-Present
Basu Chatterjee,60001404,Drama,2010-Present
Tariq Khan,81213879,Drama,2010-Present
Shakti Samanta,81213898,Drama,2010-Present
Michael Apted,28371873,Drama,2010-Present
Roger Spottiswoode,17016471,Drama,2010-Present
Madhur Bhandarkar,70065255,Drama,2010-Present
Shyam Benegal,60021548,Drama,2010-Present
Sanjay Patel,81217438,Drama,2010-Present
Ashu Trikha,81213873,Drama,2010-Present
Kushal Srivastava,81213874,Drama,2010-Present
Chandra Prakash Dwivedi,81213884,Drama,2010-Present
John Fortenberry,81045989,Drama,2010-Present
Chris Bould,70059483,Drama,2010-Present
Chris Bould,80108207,Drama,2010-Present
Kevin Booth,70043231,Drama,2010-Present
Paul M. Green,81045515,Drama,2010-Present
Julio Fernández Talamantes,80232095,Drama,2010-Present
Walter C. Miller,60004393,Drama,2010-Present
Walter C. Miller,70026468,Drama,2010-Present
Walter C. Miller,81045512,Drama,2010-Present
Paul Dugdale,81026251,Drama,2010-Present
Tommy Avallone,81031650,Drama,2010-Present
Noriyuki Abe,81006261,Drama,2010-Present
Ellen Brown,81045509,Drama,2010-Present
Matt Askem,70298389,Drama,2010-Present
Matt Askem,81045530,Drama,2010-Present
Jay Chapman,81045511,Drama,2010-Present
Rob Zombie,70266169,Drama,2010-Present
Barry Avrich,80190585,Drama,2010-Present
Gary Cohen,80210716,Drama,2010-Present
Stan Lathan,80230402,Drama,2010-Present
Fabien Beziat,80230465,Drama,2010-Present
Nils Tavernier,80144691,Drama,2010-Present
Alethea Jones,80168234,Drama,2010-Present
Guy Vasilovich,80221778,Drama,2010-Present
Rich Ragsdale,80184972,Drama,2010-Present
Dana Doron,80208084,Drama,2010-Present
Hidetaka Inazuka,80208212,Drama,2010-Present
James Brown,80218432,Drama,2010-Present
Paul Schrader,80115134,Drama,2010-Present
Diego Luna,80098284,Drama,2010-Present
Brittany Andrews,80220761,Drama,2010-Present
Tim Blake Nelson,80087891,Drama,2010-Present
André Øvredal,80022613,Drama,2010-Present
Jay Baruchel,80163263,Drama,2010-Present
Rodrigo Van Der Put,81078397,Drama,2010-Present
Linda Mendoza,80221271,Drama,2010-Present
John Michael McDonagh,80103374,Drama,2010-Present
Theo Davies,81167490,Drama,2010-Present
Timothy Woodward Jr.,81012943,Drama,2010-Present
Benoît Jacquot,80044536,Drama,2010-Present
Fernando Frías De La Parra,70301620,Drama,2010-Present
John Hillcoat,70213471,Drama,2010-Present
Måns Mårlind,70132228,Drama,2010-Present
Ludovic Bernard,80194671,Drama,2010-Present
Jason Moore,70253398,Drama,2010-Present
Yuki Yamato,81043135,Drama,2010-Present
Álvaro Brechner,80185375,Drama,2010-Present
Levan Tsikurishvili,80097519,Drama,2010-Present
Rakesh Mehta,81024730,Drama,2010-Present
Mat Whitecross,80151663,Drama,2010-Present
Eduardo Chauvet,80995577,Drama,2010-Present
Gonzalo Bendala,80244708,Drama,2010-Present
Stefan Aust,80136332,Drama,2010-Present
Biyi Bandele,80082739,Drama,2010-Present
Andrew Wessels,81228864,Drama,2010-Present
Emir Kusturica,81094074,Drama,2010-Present
Chris Renaud,81044813,Drama,2010-Present
Odunlade Adekola,81172726,Drama,2010-Present
Jason Stone,81029400,Drama,2010-Present
Detlev Buck,80141781,Drama,2010-Present
Luis Prieto,70253590,Drama,2010-Present
Elisa Fuksas,81150338,Drama,2010-Present
Vic Armstrong,80013773,Drama,2010-Present
Anne Fontaine,80098103,Drama,2010-Present
Lee Toland Krieger,80211991,Drama,2010-Present
Noël Wells,80182473,Drama,2010-Present
Jay Chapman,80214478,Drama,2010-Present
Marc Francis,80182034,Drama,2010-Present
Alik Sakharov,80083594,Drama,2010-Present
Tony Giglio,81164603,Drama,2010-Present
Akiyuki Shinbo,81000505,Drama,2010-Present
Ron Oliver,81045499,Drama,2010-Present
Don Michael Paul,81164636,Drama,2010-Present
Shojiro Nishimi,81037697,Drama,2010-Present
J.D. Dillard,80208235,Drama,2010-Present
Anthony Russo,80219127,Drama,2010-Present
Michael Petroni,80052828,Drama,2010-Present
Erik Nelson,80190840,Drama,2010-Present
Ritu Sarin,80145086,Drama,2010-Present
Pepe Bojórquez,80244123,Drama,2010-Present
Rhys Thomas,81104634,Drama,2010-Present
Jeff Baena,80171023,Drama,2010-Present
Noam Murro,80107989,Drama,2010-Present
Patrick Brice,80168161,Drama,2010-Present
Daniel Kontur,80158649,Drama,2010-Present
Jorge Michel Grau,80134885,Drama,2010-Present
Riki Lindhome,80136548,Drama,2010-Present
Werner Herzog,80097363,Drama,2010-Present
David M. Rosenthal,81014479,Drama,2010-Present
Ross Boyask,80989338,Drama,2010-Present
Bruce Beresford,80131551,Drama,2010-Present
David Ayer,80119234,Drama,2010-Present
Satyajit Bhatkal,80229953,Drama,2010-Present
Louise Alston,81108479,Drama,2010-Present
Sunkanmi Adebayo,81172830,Drama,2010-Present
Kheiron,80999643,Drama,2010-Present
Susanne Bier,80196789,Drama,2010-Present
Irek Dobrowolski,80109551,Drama,2010-Present
Rodrigo Van Der Put,81020973,Drama,2010-Present
Josh Mendoza,81019341,Drama,2010-Present
Diego Kaplan,80223098,Drama,2010-Present
Ari Levinson,80132411,Drama,2010-Present
George Ford,80092839,Drama,2010-Present
George Ford,80092835,Drama,2010-Present
Omoni Oboli,81172911,Drama,2010-Present
Falz,81172866,Drama,2010-Present
Frank Rajah Arase,81172897,Drama,2010-Present
Omoni Oboli,80126996,Drama,2010-Present
Fernando Meirelles,80174451,Drama,2010-Present
Hasraf Dulull,81001097,Drama,2010-Present
Gilbert Chan,70270949,Drama,2010-Present
Rarecho,81008536,Drama,2010-Present
Steve Cheng,81036532,Drama,2010-Present
Sam Loh,81036535,Drama,2010-Present
Jason Lai,81036533,Drama,2010-Present
Marco Deufemia,80232740,Drama,2010-Present
Lydia Tenaglia,80107030,Drama,2010-Present
Thomas Astruc,80163222,Drama,2010-Present
Pablo Parés,80142140,Drama,2010-Present
Manny Rodriguez,80117628,Drama,2010-Present
David Grossman,60030245,Drama,2010-Present
Mario Cambi,70271592,Drama,2010-Present
Luc Vinciguerra,80046144,Drama,2010-Present
Luc Vinciguerra,80046145,Drama,2010-Present
Ahsan Rahim,81036338,Drama,2010-Present
Yorgos Lanthimos,80058480,Drama,2010-Present
Imtiaz Ali,80206847,Drama,2010-Present
Michael Barrett,80164930,Drama,2010-Present
Adam Nimoy,80115102,Drama,2010-Present
Elizabeth Wood,80098467,Drama,2010-Present
Kevin Smith,80098491,Drama,2010-Present
Rodrigo Reyes,80244681,Drama,2010-Present
Samit Kakkad,81018239,Drama,2010-Present
Kenny Young,80205978,Drama,2010-Present
Peter Orton,80189806,Drama,2010-Present
Emil Ben-Shimon,80155902,Drama,2010-Present
Kenny Young,80206057,Drama,2010-Present
Julia Hart,80105358,Drama,2010-Present
Warren P. Sonoda,80108691,Drama,2010-Present
Mark Lewis,81031373,Drama,2010-Present
Joel Gallen,80166467,Drama,2010-Present
Rob W. King,80218939,Drama,2010-Present
Ian MacAllister-McDonald,80175314,Drama,2010-Present
L. Frazier,80039655,Drama,2010-Present
Paul Reubens,80023921,Drama,2010-Present
Sebastian DiNatale,81070659,Drama,2010-Present
Prasobh Vijayan,81045765,Drama,2010-Present
Jon Rosenbaum,81018634,Drama,2010-Present
Ekachai Uekrongtham,80039602,Drama,2010-Present
Jay Surridge,80090672,Drama,2010-Present
Jayson Thiessen,80012535,Drama,2010-Present
Steve Antin,70137790,Drama,2010-Present
Nuhash Humayun,81048551,Drama,2010-Present
Tom Hooper,80058477,Drama,2010-Present
Brendon Marotta,81000861,Drama,2010-Present
Sriram Raghavan,81039381,Drama,2010-Present
Elaine Bogan,80026431,Drama,2010-Present
Michael Cuesta,80013772,Drama,2010-Present
David Cronenberg,80013474,Drama,2010-Present
Lone Scherfig,70184051,Drama,2010-Present
Thom Zimny,80232329,Drama,2010-Present
James Marsh,80000644,Drama,2010-Present
Gordon Chan,80145625,Drama,2010-Present
Vikram Gandhi,80144803,Drama,2010-Present
Morgan Spurlock,80136440,Drama,2010-Present
Sean Hanish,80127459,Drama,2010-Present
David Shisgall,80101609,Drama,2010-Present
Mark Williams,80125782,Drama,2010-Present
Karan Anshuman,80074933,Drama,2010-Present
Obi Emelonye,81213155,Drama,2010-Present
Farhan Akhtar,60021525,Drama,2010-Present
Zoya Akhtar,80057585,Drama,2010-Present
Farhan Akhtar,70059026,Drama,2010-Present
Farhan Akhtar,70224999,Drama,2010-Present
Mrighdeep Singh Lamba,70278990,Drama,2010-Present
Abhinay Deo,70181734,Drama,2010-Present
Tsutomu Mizushima,80205232,Drama,2010-Present
Fernando Ayllón,81135444,Drama,2010-Present
Reema Kagti,70254352,Drama,2010-Present
Brodje Wemboendja,81213153,Drama,2010-Present
Jadesola Osiberu,81213148,Drama,2010-Present
Vijay Lalwani,70134537,Drama,2010-Present
Farhan Akhtar,70001237,Drama,2010-Present
Zoya Akhtar,70114467,Drama,2010-Present
Shirley Frimpong-Manso,81213149,Drama,2010-Present
Abhishek Kapoor,70110883,Drama,2010-Present
Hiroshi Aoyama,60004509,Drama,2010-Present
Reema Kagti,70262614,Drama,2010-Present
Phil Roman,60022041,Drama,2010-Present
Téo Frank,81213152,Drama,2010-Present
Zoya Akhtar,70202336,Drama,2010-Present
Sean Olson,81025946,Drama,2010-Present
Sigrid Andrea Bernardo,81036745,Drama,2010-Present
Matt Askem,81034633,Drama,2010-Present
Matt Askem,81034635,Drama,2010-Present
Guillermo de Oliveira,80988832,Drama,2010-Present
Elliot Hegarty,80188902,Drama,2010-Present
Manoj Beedha,81045054,Drama,2010-Present
Vikram Bhatt,70117674,Drama,2010-Present
Daniel Alfredson,80104116,Drama,2010-Present
Jody Lambert,80197310,Drama,2010-Present
Sridhar Rangayan,80220783,Drama,2010-Present
Ernie Barbarash,80177441,Drama,2010-Present
Agnidev Chatterjee,80218586,Drama,2010-Present
Todd Standing,80210182,Drama,2010-Present
Marc Levin,80018252,Drama,2010-Present
Manbhavan Singh,80203788,Drama,2010-Present
Pa. Ranjith,80227673,Drama,2010-Present
Ignacio López Escrivá,80219340,Drama,2010-Present
Rahat Kazmi,80218784,Drama,2010-Present
Nicholas Kharkongor,80218783,Drama,2010-Present
Varun Narvekar,80223049,Drama,2010-Present
Seth Henrikson,80217545,Drama,2010-Present
Devaki Singh,80203784,Drama,2010-Present
Benson Lee,80106230,Drama,2010-Present
Antonio Serrano,70003680,Drama,2010-Present
Chris Burkard,80216662,Drama,2010-Present
Sinan Akkuş,80093295,Drama,2010-Present
Matt Bell,80142450,Drama,2010-Present
Hardik Mehta,80139507,Drama,2010-Present
Ehtesham Uddin,80087348,Drama,2010-Present
Elite Zexer,80098810,Drama,2010-Present
Pedro Morelli,80093812,Drama,2010-Present
John Banas,80085567,Drama,2010-Present
Wim Bonte,80092409,Drama,2010-Present
Alfonso Cuarón,80240715,Drama,2010-Present
Bruce MacDonald,80222301,Drama,2010-Present
Mike Nicoll,80104182,Drama,2010-Present
Michael Bay,81001887,Drama,2010-Present
Robert O. Peters,81172747,Drama,2010-Present
Bunmi Ajakaiye,81172757,Drama,2010-Present
Omoni Oboli,81172903,Drama,2010-Present
Biodun Stephen,81172904,Drama,2010-Present
M.J. Bassett,70243446,Drama,2010-Present
Ding-Lin Wang,81210770,Drama,2010-Present
Robert O. Peters,81172864,Drama,2010-Present
Richard van't Riet,81060232,Drama,2010-Present
John Hoffman,81010212,Drama,2010-Present
Marcus Raboy,80158871,Drama,2010-Present
Michael Winterbottom,80139397,Drama,2010-Present
Jean-Pierre Dardenne,80107019,Drama,2010-Present
Gurinder Chadha,80191835,Drama,2010-Present
Gabriela Cowperthwaite,70267802,Drama,2010-Present
Raúl Campos,80124728,Drama,2010-Present
Christopher Smith,80020772,Drama,2010-Present
Josh Greenbaum,70290567,Drama,2010-Present
Shonali Bose,81037373,Drama,2010-Present
Adam Alleca,80065754,Drama,2010-Present
Marcus Raboy,80995991,Drama,2010-Present
Craig Anderson,80205065,Drama,2010-Present
Michael G. Kehoe,80194612,Drama,2010-Present
Alex Lehmann,80104420,Drama,2010-Present
Frank Coraci,80039517,Drama,2010-Present
Sameh Abdulaziz,81035888,Drama,2010-Present
Lance Bangs,81036542,Drama,2010-Present
Hiroshi Katagiri,81001121,Drama,2010-Present
Ivan Sen,80144453,Drama,2010-Present
Anthony Caronna,81009829,Drama,2010-Present
Jeffrey C. Bell,80132410,Drama,2010-Present
Michelle Johnston,81148811,Drama,2010-Present
John Fortenberry,18066997,Drama,2010-Present
Jay Roach,60023608,Drama,2010-Present
Jay Roach,1153656,Drama,2010-Present
Jay Roach,21302357,Drama,2010-Present
Vijay Kumar Arora,81217745,Drama,2010-Present
Matt Shakman,80011622,Drama,2010-Present
Mikhail Red,81165325,Drama,2010-Present
Pankaj Batra,81217746,Drama,2010-Present
Craig Brewer,70023451,Drama,2010-Present
Serge Ou,80188823,Drama,2010-Present
Navaniat Singh,80182479,Drama,2010-Present
Gaurav Bavdankar,81217741,Drama,2010-Present
David Raynr,60024161,Drama,2010-Present
Gregory Hoblit,873159,Drama,2010-Present
Jagdeep Sidhu,81217747,Drama,2010-Present
Malik Bendjelloul,70229213,Drama,2010-Present
Jamie M. Dagg,80191294,Drama,2010-Present
Tanawat Aiemjinda,81184705,Drama,2010-Present
Robert Rodriguez,70021640,Drama,2010-Present
Martin Scorsese,70044689,Drama,2010-Present
Brendan Malloy,80208793,Drama,2010-Present
Mukesh Vohra,81217742,Drama,2010-Present
Syrine Boulanouar,81169158,Drama,2010-Present
Tudor Giurgiu,81149202,Drama,2010-Present
Andrew Lau Wai-Keung,70216819,Drama,2010-Present
Cheang Pou Soi,70124651,Drama,2010-Present
Enrique García Meza,81013509,Drama,2010-Present
Katarina Launing,81002685,Drama,2010-Present
Johnnie To,70285697,Drama,2010-Present
Gabriel Clarke,81018536,Drama,2010-Present
Lawrence Cheng,81030201,Drama,2010-Present
Prakash Balwant Saini,81024726,Drama,2010-Present
Nam Ron,81015153,Drama,2010-Present
Johnnie To,81030198,Drama,2010-Present
Johnnie To,80017265,Drama,2010-Present
Baljit Singh Deo,81024716,Drama,2010-Present
Leung Lok Man,80106306,Drama,2010-Present
Guillermo del Toro,60034549,Drama,2010-Present
Jazz Boon,80135353,Drama,2010-Present
Prakash Satam,80995077,Drama,2010-Present
Andrew Lau Wai-Keung,70126809,Drama,2010-Present
Felix Chong,80127645,Drama,2010-Present
Dhanush,80187471,Drama,2010-Present
Gary Mak,81030200,Drama,2010-Present
Liu Jiang,81030197,Drama,2010-Present
Gabriele Muccino,70104313,Drama,2010-Present
Blake Harris,80166319,Drama,2010-Present
Evan Spiridellis,80158854,Drama,2010-Present
Jasbir Bijendra Bhati,80203781,Drama,2010-Present
Tristan Ferland Milewski,80178882,Drama,2010-Present
Harjit Singh,80203792,Drama,2010-Present
Jon Carey,80191930,Drama,2010-Present
Jennifer Lynch,70170181,Drama,2010-Present
Leopoldo Aguilar,80173001,Drama,2010-Present
Nana Ekvtimishvili,80171247,Drama,2010-Present
Olivier Jean-Marie,70286808,Drama,2010-Present
Daniel Mann,70135647,Drama,2010-Present
Ashish R. Shukla,80201828,Drama,2010-Present
Rohit Jugraj,80203787,Drama,2010-Present
Priyadarshan,70236586,Drama,2010-Present
Peter Spirer,80173271,Drama,2010-Present
